	word	occurences
18677	guardian	2
18678	Basil	2
18679	Basketball	2
18680	Bataan	2
18681	usurp	2
18682	hoopla	2
18683	Bauer	2
18684	guarded	2
18685	ushers	2
18686	ushering	2
18687	grumble	2
18688	hoped-for	2
18689	Beacon	2
18690	Beal	2
18691	Beall	2
18692	Bean	2
18693	grueling	2
18694	Beatles	2
18695	grounded	2
18696	Bermuda	2
18697	Bermuda-based	2
18698	Bio-Technology	2
18699	Biological	2
18700	untrained	2
18701	untold	2
18702	Biondi-Santi	2
18703	untested	2
18704	Biosource	2
18705	unsustainable	2
18706	unsuspected	2
18707	Biotechnical	2
18708	horticulturally	2
18709	horticulture	2
18710	unstylish	2
18711	unstoppable	2
18712	Biscayne	2
18713	unspent	2
18714	Bishop	2
18715	Bixby	2
18716	BizMart	2
18717	Blaine	2
18718	Blake	2
18719	unseen	2
18720	BioSciences	2
18721	Bince	2
18722	Bern	2
18723	gritty	2
18724	Berra	2
18725	ground-based	2
18726	Bertolotti	2
18727	groceries	2
18728	Bette	2
18729	groans	2
18730	Beverage	2
18731	Bhd.	2
18732	unwritten	2
18733	unworthy	2
18734	unworkable	2
18735	Bhutto	2
18736	Biaggi	2
18737	Bianchi	2
18738	Bick	2
18739	unwieldy	2
18740	63.9	2
18741	unwary	2
18742	horrors	2
18743	Bilanz	2
18744	Billings	2
18745	handsomely	2
18746	handwriting	2
18747	fragments	2
18748	8.82	2
18749	8.52	2
18750	heavyweight	2
18751	heavy-truck	2
18752	high-flying	2
18753	8.62	2
18754	8.625	2
18755	8.63	2
18756	woods	2
18757	wood-products	2
18758	8.68	2
18759	8.875	2
18760	81,000	2
18761	heats	2
18762	8.98	2
18763	wondered	2
18764	699	2
18765	0.17	2
18766	80-megabyte	2
18767	womanizing	2
18768	80.8	2
18769	80386	2
18770	807	2
18771	8.475	2
18772	work-rule	2
18773	workaholic	2
18774	0.12	2
18775	8.12	2
18776	8.125	2
18777	worriers	2
18778	8.14	2
18779	worm	2
18780	worlds	2
18781	heterogeneous	2
18782	world-famous	2
18783	8.19	2
18784	heftier	2
18785	8.21	2
18786	hidebound	2
18787	worksheets	2
18788	hedgers	2
18789	8.31	2
18790	8.325	2
18791	8.337	2
18792	hierarchy	2
18793	workforce	2
18794	0.10	2
18795	8.43	2
18796	wobbly	2
18797	81.2	2
18798	660	2
18799	9-10:30	2
18800	88.12	2
18801	wiry	2
18802	wiring	2
18803	wiretap	2
18804	88.8	2
18805	880,000	2
18806	89.6	2
18807	89.9	2
18808	8\/32	2
18809	694	2
18810	high-performance	2
18811	witty	2
18812	heartland	2
18813	9.19	2
18814	9.25	2
18815	9.34	2
18816	high-pressure	2
18817	wineries	2
18818	9.37	2
18819	windshields	2
18820	heap	2
18821	9.50	2
18822	869	2
18823	wisecracks	2
18824	wisely	2
18825	866	2
18826	81.6	2
18827	high-minded	2
18828	82.5	2
18829	high-octane	2
18830	822	2
18831	830,000	2
18832	0.28	2
18833	8300	2
18834	833.6	2
18835	84-6	2
18836	840.8	2
18837	846	2
18838	withdrawing	2
18839	847	2
18840	85.1	2
18841	85.7	2
18842	86.3	2
18843	witches	2
18844	86.4	2
18845	wishing	2
18846	86.50	2
18847	8.10	2
18848	hegemony	2
18849	worse-than-expected	2
18850	'til	2
18851	'N	2
18852	helicopters	2
18853	7.99	2
18854	2013	2
18855	yen-denominated	2
18856	70-a-share	2
18857	heredity	2
18858	yelling	2
18859	70.2	2
18860	70.3	2
18861	70.7	2
18862	8.01	2
18863	yearlong	2
18864	70.9	2
18865	year-to-date	2
18866	71%-owned	2
18867	71.9	2
18868	0.01	2
18869	72-year-old	2
18870	heritage	2
18871	0.0108	2
18872	yardstick	2
18873	7.91	2
18874	herbicides	2
18875	'90s	2
18876	7.84	2
18877	7.09	2
18878	7.12	2
18879	7.14	2
18880	helplessly	2
18881	7.31	2
18882	herald	2
18883	7.35	2
18884	7.40	2
18885	zeroing	2
18886	7.41	2
18887	heralded	2
18888	7.57	2
18889	yuppie	2
18890	youthful	2
18891	7.63	2
18892	7.73	2
18893	'70s	2
18894	herb	2
18895	7.79	2
18896	herbal	2
18897	helpless	2
18898	720	2
18899	2017	2
18900	yanking	2
18901	76,000	2
18902	wrecking	2
18903	765	2
18904	767-300ER	2
18905	77.3	2
18906	wrath	2
18907	77.7	2
18908	wrappers	2
18909	774	2
18910	777	2
18911	778	2
18912	78.4	2
18913	78.8	2
18914	783	2
18915	784	2
18916	785	2
18917	79-year-old	2
18918	79.03	2
18919	8,880	2
18920	8-9	2
18921	8.00	2
18922	worsened	2
18923	wrestle	2
18924	wring	2
18925	723	2
18926	75th	2
18927	heirs	2
18928	herons	2
18929	729	2
18930	wrongly	2
18931	wrongful	2
18932	73-year-old	2
18933	73.5	2
18934	730	2
18935	730,070	2
18936	737	2
18937	writhing	2
18938	747-400	2
18939	747-400s	2
18940	749	2
18941	75.1	2
18942	75.2	2
18943	753	2
18944	756	2
18945	757	2
18946	757-200s	2
18947	wrists	2
18948	9.51	2
18949	9.53	2
18950	9.76	2
18951	Aerojet	2
18952	Advancers	2
18953	Adverse	2
18954	weakens	2
18955	Adviser	2
18956	Advisor	2
18957	Advisors	2
18958	Advocates	2
18959	Aegis	2
18960	0.99	2
18961	1,012	2
18962	Aeroquip	2
18963	Absolutely	2
18964	Affair	2
18965	Affiliated	2
18966	672	2
18967	Afterward	2
18968	206	2
18969	2008-2009	2
18970	watershed	2
18971	Agnellis	2
18972	waterfront	2
18973	Agricola	2
18974	Advance	2
18975	hates	2
18976	Adopting	2
18977	hauled	2
18978	Accident	2
18979	weekly-average	2
18980	Accords	2
18981	Accounts	2
18982	Acting	2
18983	hauling	2
18984	0.94	2
18985	wedged	2
18986	Adam	2
18987	weddings	2
18988	wedded	2
18989	wed	2
18990	weaving	2
18991	Add	2
18992	haulers	2
18993	Adding	2
18994	Addington	2
18995	Addis	2
18996	Adia	2
18997	Adjusters	2
18998	673	2
18999	1,015	2
19000	Aided	2
19001	Akron	2
19002	warm-up	2
19003	warfare	2
19004	harassment	2
19005	warehouse	2
19006	wardens	2
19007	666	2
19008	harangues	2
19009	Alton	2
19010	1,111	2
19011	Aluminium	2
19012	waning	2
19013	waned	2
19014	wandering	2
19015	wander	2
19016	happier	2
19017	happenings	2
19018	wallowing	2
19019	Alzheimer	2
19020	Amax	2
19021	Amazing	2
19022	walkouts	2
19023	walkout	2
19024	Alternative	2
19025	Alter	2
19026	Al-Chalabi	2
19027	Alsthom	2
19028	Ala	2
19029	wasting	2
19030	hardened	2
19031	Alarcon	2
19032	Alarmed	2
19033	Alcohol	2
19034	Aldus	2
19035	Alert	2
19036	Alfredo	2
19037	1,040	2
19038	Ali	2
19039	Alito	2
19040	warranty	2
19041	Alleghany	2
19042	Allentown	2
19043	Allergan	2
19044	hard-currency	2
19045	hard-charging	2
19046	Aloe	2
19047	207	2
19048	668	2
19049	205	2
19050	highest-yielding	2
19051	windfall	2
19052	960	2
19053	high-rises	2
19054	93,000	2
19055	0.43	2
19056	93-day	2
19057	93.75	2
19058	942	2
19059	wicked	2
19060	0.45	2
19061	944	2
19062	95.2	2
19063	961	2
19064	havens	2
19065	health-club	2
19066	97.9	2
19067	980.2	2
19068	0.50	2
19069	whoever	2
19070	986	2
19071	99.14	2
19072	headway	2
19073	99.35	2
19074	99.5	2
19075	911	2
19076	91.7	2
19077	91.2	2
19078	91-day	2
19079	high-production	2
19080	0.32	2
19081	health-food	2
19082	0.375	2
19083	willful	2
19084	health-conscious	2
19085	9.86	2
19086	9.875	2
19087	wildcat	2
19088	9.90	2
19089	wigs	2
19090	wiggle	2
19091	wig	2
19092	69-26	2
19093	high-ranking	2
19094	wielding	2
19095	widows	2
19096	900,000	2
19097	widgets	2
19098	904	2
19099	widest	2
19100	99.85	2
19101	headquarter	2
19102	684	2
19103	AEP	2
19104	high-yielding	2
19105	hay	2
19106	well-versed	2
19107	well-stated	2
19108	higher-cost	2
19109	well-paid	2
19110	ARTICLE	2
19111	well-intentioned	2
19112	higher-income	2
19113	well-entrenched	2
19114	ASCAP	2
19115	AST	2
19116	Aaron	2
19117	welcoming	2
19118	welcomes	2
19119	Ababa	2
19120	Abalkin	2
19121	Abbot	2
19122	hawk	2
19123	203	2
19124	Aberdeen	2
19125	AIDS-infected	2
19126	hazardous-waste	2
19127	=	2
19128	westward	2
19129	0.59	2
19130	680	2
19131	@	2
19132	headache	2
19133	2023	2
19134	A's	2
19135	whereas	2
19136	whereabouts	2
19137	A-D	2
19138	68.2	2
19139	A.L.	2
19140	0.71	2
19141	ABBIE	2
19142	wheelchair	2
19143	ACLU	2
19144	ACQUISITION	2
19145	high-water	2
19146	0.75	2
19147	whacked	2
19148	ADS	2
19149	wet	2
19150	unease	2
19151	Breweries	2
19152	undulate	2
19153	Describing	2
19154	Departments	2
19155	Depositary	2
19156	therapies	2
19157	therapeutic	2
19158	implementation	2
19159	theorized	2
19160	22.75	2
19161	Deputies	2
19162	then-Vice	2
19163	futile	2
19164	fury	2
19165	thank	2
19166	Designing	2
19167	Desktop	2
19168	Despair	2
19169	Determining	2
19170	Devario	2
19171	Developing	2
19172	Devon	2
19173	22.78	2
19174	Diamond-Star	2
19175	Dian	2
19176	Departing	2
19177	Denton	2
19178	therein	2
19179	thereof	2
19180	gambit	2
19181	galvanizing	2
19182	Decades	2
19183	thinnest	2
19184	Declaration	2
19185	thinned	2
19186	Deerfield	2
19187	imperfections	2
19188	Delco	2
19189	1.47	2
19190	Delhi	2
19191	Delivery	2
19192	galling	2
19193	gainer	2
19194	thickness	2
19195	thicket	2
19196	thicker	2
19197	Den	2
19198	implanted	2
19199	Denlea	2
19200	thermal	2
19201	furnished	2
19202	implicitly	2
19203	housewife	2
19204	Dornan	2
19205	Documents	2
19206	Dodger	2
19207	Dome	2
19208	Domenici	2
19209	Dominick	2
19210	Donna	2
19211	1.5825	2
19212	tenth	2
19213	full-scale	2
19214	full-power	2
19215	Dorsch	2
19216	texture	2
19217	Dostoevski	2
19218	Doubles	2
19219	full-page	2
19220	2.90	2
19221	full-blown	2
19222	tenets	2
19223	Drake	2
19224	Dresser	2
19225	2200	2
19226	Driscoll	2
19227	Doctrine	2
19228	fuming	2
19229	Dividend-related	2
19230	Distance	2
19231	Dictionary	2
19232	funds-service	2
19233	Diebel	2
19234	textbooks	2
19235	fundraising	2
19236	fundamentalists	2
19237	Dillard	2
19238	Dillmann	2
19239	testimonial	2
19240	fundamentalist	2
19241	fund-raisers	2
19242	Dime	2
19243	test-marketing	2
19244	test-drive	2
19245	test-coaching	2
19246	1.5805	2
19247	Directors	2
19248	Discounted	2
19249	Discussing	2
19250	functionaries	2
19251	Disputado	2
19252	third-period	2
19253	impediments	2
19254	Debate	2
19255	Cultural	2
19256	timberlands	2
19257	Crowe	2
19258	immensely	2
19259	Crozier	2
19260	tile	2
19261	Crusader	2
19262	Crutcher	2
19263	Crutzen	2
19264	gas-fired	2
19265	Cult	2
19266	tigers	2
19267	thirty	2
19268	Culver	2
19269	Cummins	2
19270	tie-ups	2
19271	tie-up	2
19272	tie-ins	2
19273	tie-in	2
19274	Cunningham	2
19275	Curcio	2
19276	Curran	2
19277	Curtis	2
19278	gas-gathering	2
19279	gates	2
19280	Crete	2
19281	timed	2
19282	Cote	2
19283	Cougar	2
19284	Counter	2
19285	title-insurance	2
19286	Counterpoint	2
19287	Counting	2
19288	Coverage	2
19289	gawky	2
19290	tirelessly	2
19291	Covington	2
19292	Cowan	2
19293	tip-off	2
19294	Cranston-Mitchell	2
19295	tinkering	2
19296	Crazy	2
19297	imitated	2
19298	CreditWatch	2
19299	Cremonie	2
19300	imitation	2
19301	Crest	2
19302	immediacy	2
19303	Custom	2
19304	Cycling	2
19305	immoral	2
19306	Dang	2
19307	Danish	2
19308	Danville	2
19309	Darby	2
19310	Darin	2
19311	gamut	2
19312	Dartmouth	2
19313	Darwin	2
19314	thread	2
19315	thrashing	2
19316	Darwinian	2
19317	6.50	2
19318	22,000	2
19319	Dauchy	2
19320	Davidson	2
19321	Davies	2
19322	Davison	2
19323	Davy	2
19324	thoroughbreds	2
19325	Daytona	2
19326	DeGol	2
19327	DeSoto	2
19328	three-day	2
19329	three-foot	2
19330	D'Amico	2
19331	Danforth	2
19332	garment	2
19333	immunities	2
19334	thug	2
19335	thrusting	2
19336	DC10-30	2
19337	DESPITE	2
19338	DIALING	2
19339	gardener	2
19340	garden-variety	2
19341	impassively	2
19342	Daggs	2
19343	Dahl	2
19344	thrift-bailout	2
19345	Daim	2
19346	garages	2
19347	threemonth	2
19348	three-year-old	2
19349	Dain	2
19350	three-page	2
19351	Damascus	2
19352	three-member	2
19353	Driskill	2
19354	Driving	2
19355	Drivon	2
19356	frantic	2
19357	Eurostat	2
19358	Eve	2
19359	Event	2
19360	Events	2
19361	inaccurately	2
19362	Ewing	2
19363	Ex-Im	2
19364	Ex-dividend	2
19365	tacit	2
19366	Exabyte	2
19367	Excel	2
19368	tame	2
19369	frankly	2
19370	Expansion	2
19371	inadequately	2
19372	Expenses	2
19373	systemwide	2
19374	Explonaft	2
19375	frank	2
19376	Export-Import	2
19377	5:09	2
19378	Extension	2
19379	5th	2
19380	fraudulently	2
19381	tailor-made	2
19382	Euromarket	2
19383	tallest	2
19384	Erwin	2
19385	in-office	2
19386	Eskridge	2
19387	222	2
19388	Espre	2
19389	Essentially	2
19390	Essex	2
19391	Esther	2
19392	in-store	2
19393	1.66	2
19394	1.67	2
19395	takers	2
19396	Etc.	2
19397	1.69	2
19398	takeoff	2
19399	fraught	2
19400	1.70	2
19401	Eubank	2
19402	taint	2
19403	Eurobond	2
19404	External	2
19405	Exxon-owned	2
19406	Eye	2
19407	franchises	2
19408	swim	2
19409	Fairness	2
19410	Falco	2
19411	Familia	2
19412	swells	2
19413	framing	2
19414	Fans	2
19415	sweetheart	2
19416	framework	2
19417	Farmington	2
19418	Farney	2
19419	Farooquee	2
19420	Farr	2
19421	frames	2
19422	Fast-food	2
19423	sweater	2
19424	Fault	2
19425	swear	2
19426	Favorite	2
19427	swayed	2
19428	Fax	2
19429	swimmer	2
19430	Fails	2
19431	inappropriately	2
19432	Facilities	2
19433	F-15	2
19434	F-18	2
19435	synchronized	2
19436	F-18s	2
19437	symptom	2
19438	symposiums	2
19439	FAX	2
19440	224	2
19441	symmetry	2
19442	symbols	2
19443	symbolism	2
19444	FINANCIAL	2
19445	FIRM	2
19446	franchising	2
19447	FIVE	2
19448	swoon	2
19449	FT	2
19450	Fabi	2
19451	Fabian	2
19452	Fabulous	2
19453	swipe	2
19454	Ernesto	2
19455	tamer	2
19456	Droz	2
19457	EWDB	2
19458	ECI	2
19459	ENI	2
19460	teetering	2
19461	teenage	2
19462	teen-agers	2
19463	teen-ager	2
19464	EPO-treated	2
19465	fronds	2
19466	ETA	2
19467	1.6030	2
19468	technologically	2
19469	Eritreans	2
19470	EXECUTIVES	2
19471	Eagleton	2
19472	Eakle	2
19473	6.03	2
19474	6.00	2
19475	Easterners	2
19476	tears	2
19477	tearing	2
19478	tear	2
19479	Eaux	2
19480	telegraph	2
19481	EAST	2
19482	EARTHQUAKE	2
19483	1.60	2
19484	Dryja	2
19485	tenacious	2
19486	tempts	2
19487	fudge	2
19488	tempted	2
19489	Ducks	2
19490	Dukakis	2
19491	Dumbo	2
19492	ft.	2
19493	Dumpster	2
19494	fruition	2
19495	Dunde	2
19496	Durable	2
19497	impoundment	2
19498	1.59	2
19499	telexes	2
19500	telex	2
19501	E	2
19502	E.R.	2
19503	impoverished	2
19504	impractical	2
19505	Eavesdropping	2
19506	teamed	2
19507	1.6055	2
19508	Emery	2
19509	Eminase	2
19510	impulses	2
19511	Emyanitoff	2
19512	Encouraged	2
19513	tardy	2
19514	tar	2
19515	Enforcers	2
19516	English-speaking	2
19517	Englund	2
19518	Enright	2
19519	tapers	2
19520	Environment	2
19521	2.875	2
19522	Equal	2
19523	free-wheeling	2
19524	Equities	2
19525	Ericson	2
19526	free-standing	2
19527	Eritrea	2
19528	Eritrean	2
19529	tangle	2
19530	freeways	2
19531	Emerging	2
19532	Echo	2
19533	Ely	2
19534	Echoing	2
19535	Eckenfelder	2
19536	Eclipse	2
19537	Economist	2
19538	Edge	2
19539	Edmond	2
19540	Efforts	2
19541	fringes	2
19542	fringe	2
19543	tax-writing	2
19544	tax-writers	2
19545	Eisenberg	2
19546	Elaborating	2
19547	Elanco	2
19548	Elco	2
19549	tax-deductible	2
19550	tax-cut	2
19551	Electricity	2
19552	tasty	2
19553	2.88	2
19554	freezing	2
19555	toad	2
19556	Cost	2
19557	gearing	2
19558	COURT	2
19559	goodness	2
19560	COKE	2
19561	COMMUNICATIONS	2
19562	turbulent	2
19563	turbogenerator	2
19564	turbo-charged	2
19565	COMPUTER	2
19566	21.6	2
19567	turbans	2
19568	hunky-dory	2
19569	CP486	2
19570	Byrum	2
19571	CPC	2
19572	gold-mining	2
19573	tumult	2
19574	tumors	2
19575	21.9	2
19576	CRI	2
19577	CRRES	2
19578	tumbles	2
19579	glutted	2
19580	tuitions	2
19581	turnabout	2
19582	goods-producing	2
19583	CLAUSE	2
19584	CIM	2
19585	C-word	2
19586	C.R.	2
19587	two-step	2
19588	two-party	2
19589	CALIFORNIA	2
19590	two-month	2
19591	two-income	2
19592	CAPITAL	2
19593	CD-type	2
19594	CDBG	2
19595	21.44	2
19596	twisting	2
19597	CEOs	2
19598	CF6-6	2
19599	twin-deficit	2
19600	gossipy	2
19601	CHANGED	2
19602	twenty	2
19603	turtle	2
19604	CHECKOFF	2
19605	CHICAGO	2
19606	CWA	2
19607	tubular	2
19608	tubes	2
19609	trophy	2
19610	Cannes	2
19611	trolley	2
19612	Canonie	2
19613	triumphed	2
19614	triumph	2
19615	Canter	2
19616	Cantor	2
19617	tripling	2
19618	Cape	2
19619	husbands	2
19620	Capitalists	2
19621	Capitalizing	2
19622	husk	2
19623	globally	2
19624	globalists	2
19625	hydraulic	2
19626	Cards	2
19627	Cargill	2
19628	Carlton	2
19629	Carmichael	2
19630	glitz	2
19631	gloomier	2
19632	trotted	2
19633	Caa	2
19634	613	2
19635	Cabbage	2
19636	Cabernets	2
19637	hurling	2
19638	glue	2
19639	Caere	2
19640	hurricanes	2
19641	Caldor	2
19642	gloves	2
19643	trumpet	2
19644	20-year-old	2
19645	gloss	2
19646	trudging	2
19647	Callable	2
19648	Calor	2
19649	Calvi	2
19650	Camera	2
19651	Camille	2
19652	Camilo	2
19653	Campbell-Mithun	2
19654	Campbell-Mithun-Esty	2
19655	617	2
19656	C-SPAN	2
19657	62-year-old	2
19658	trickle	2
19659	underperform	2
19660	Broder	2
19661	understandably	2
19662	Broken	2
19663	Bromley	2
19664	Bromwich	2
19665	underscores	2
19666	Bronces	2
19667	Bronner	2
19668	Bronson	2
19669	Brook	2
19670	underneath	2
19671	gourmet	2
19672	Brookline	2
19673	62.8	2
19674	20.3	2
19675	underlined	2
19676	underline	2
19677	Brownell	2
19678	undergraduate	2
19679	Browning	2
19680	undergo	2
19681	underfunded	2
19682	Brockville	2
19683	20.42	2
19684	Broader	2
19685	Broadcasters	2
19686	Brezhnevite	2
19687	undiversified	2
19688	undistinguished	2
19689	Brick	2
19690	Bridgestone\/Firestone	2
19691	Briggs	2
19692	Brigham	2
19693	housework	2
19694	underwrites	2
19695	Brink	2
19696	Briscoe	2
19697	Brissette	2
19698	grandkids	2
19699	620	2
19700	underwater	2
19701	British-based	2
19702	undertook	2
19703	undertone	2
19704	undertakings	2
19705	British-owned	2
19706	Brizola	2
19707	Browns	2
19708	undercutting	2
19709	Brunei	2
19710	Bunting	2
19711	Burford	2
19712	unattractive	2
19713	Burgundies	2
19714	Burgundy	2
19715	graciously	2
19716	unadjusted	2
19717	unadited	2
19718	graceful	2
19719	Busch	2
19720	unabated	2
19721	umbrella	2
19722	62.42	2
19723	Businesses	2
19724	grabs	2
19725	uh	2
19726	Bussieres	2
19727	62.1	2
19728	Butcher	2
19729	governmental-affairs	2
19730	governance	2
19731	Buyer	2
19732	Bureaus	2
19733	unawareness	2
19734	Brunello	2
19735	Bundy	2
19736	Bruner	2
19737	undelivered	2
19738	Brush	2
19739	gram	2
19740	uncovering	2
19741	grains	2
19742	Buchwald	2
19743	hug	2
19744	uncomplicated	2
19745	Budapest	2
19746	Budweiser	2
19747	Bugs	2
19748	hugely	2
19749	unchecked	2
19750	Built	2
19751	uncharacteristically	2
19752	unchanging	2
19753	hugging	2
19754	hum	2
19755	Bum	2
19756	Bumpers	2
19757	Carney	2
19758	hypertension	2
19759	geeks	2
19760	Comes	2
19761	Collectibles	2
19762	Colleges	2
19763	get-together	2
19764	get-rich-quick	2
19765	Colony	2
19766	touring	2
19767	toured	2
19768	60-day	2
19769	toughest	2
19770	Combo	2
19771	get-out-the-vote	2
19772	trade-distorting	2
19773	touching	2
19774	Commissions	2
19775	6.84	2
19776	gesture	2
19777	Competitors	2
19778	Compiled	2
19779	Compliance	2
19780	Complying	2
19781	ill-suited	2
19782	Compound	2
19783	Colin	2
19784	tow	2
19785	ghostbusters	2
19786	Cokely	2
19787	Clarence	2
19788	Claridge	2
19789	Clarke	2
19790	gilt	2
19791	gigolo	2
19792	gifted	2
19793	Cleveland-based	2
19794	Clients	2
19795	Clinic	2
19796	Closed	2
19797	Clothiers	2
19798	Clothing	2
19799	giddy	2
19800	2149.3	2
19801	60-year-old	2
19802	60-vote	2
19803	idled	2
19804	towers	2
19805	Cocoa	2
19806	towels	2
19807	Coffee	2
19808	torture	2
19809	tort	2
19810	gentlemen	2
19811	Contractors	2
19812	219	2
19813	Controls	2
19814	tongue-in-cheek	2
19815	Conversely	2
19816	tones	2
19817	Coogan	2
19818	gene-splicing	2
19819	Corcoran	2
19820	tomb	2
19821	tolls	2
19822	Core	2
19823	illustrations	2
19824	20-point	2
19825	6.75	2
19826	Corporation	2
19827	imagery	2
19828	toiletries	2
19829	Correll	2
19830	toil	2
19831	Corroon	2
19832	toes	2
19833	Contracts	2
19834	Contract	2
19835	torched	2
19836	generalize	2
19837	Concerns	2
19838	genres	2
19839	Cone	2
19840	genocide	2
